game_date,inning,at_bat_number,pitch_number,pitch_type,pitch_name,release_speed,release_spin_rate,release_pos_x,release_pos_z,pfx_x,pfx_z,plate_x,plate_z,sz_top,sz_bot,stand,balls,strikes,description,events,launch_speed
2026-08-16,5,37,2,CH,Changeup,86.9,1784,2.11,6.04,1.16,0.42,1.072,1.647,3.13,1.58,R,1,0,ball,,
2026-08-16,5,37,3,SL,Slider,90.8,2090,2.13,6.1,-0.28,0.59,0.554,1.756,3.13,1.58,R,2,0,called_strike,,
2026-08-16,5,37,4,FF,4-Seam Fastball,96.5,2360,1.65,6.3,0.16,1.31,-0.576,2.071,3.13,1.58,R,2,1,hit_into_play,single,111.6
2026-08-16,5,38,1,CH,Changeup,86.5,1858,2.09,6.08,1.1,0.52,-0.237,1.868,3.31,1.67,R,0,0,swinging_strike,,
2026-08-16,5,38,2,FF,4-Seam Fastball,97.1,2370,1.81,6.39,0.1,1.46,0.03,3.315,3.31,1.67,R,0,1,foul,,70.1
2026-08-16,5,38,3,CH,Changeup,90.0,2011,2.08,6.01,1.33,0.42,0.964,0.934,3.31,1.67,R,0,2,ball,,
2026-08-16,5,38,4,CH,Changeup,89.4,1996,2.12,6.1,1.3,0.54,0.927,2.034,3.31,1.67,R,1,2,hit_into_play,field_out,74.7
2026-08-16,6,42,1,FF,4-Seam Fastball,95.0,2299,1.59,6.33,0.1,1.45,0.244,2.616,3.23,1.63,R,0,0,foul,,69.2
2026-08-16,6,42,2,SL,Slider,90.0,2102,2.03,6.22,-0.27,0.52,0.608,1.584,3.23,1.63,R,0,1,foul,,75.3
2026-08-16,6,42,3,CH,Changeup,90.2,1921,2.02,6.07,1.2,0.63,0.253,0.998,3.23,1.63,R,0,2,swinging_strike,strikeout,
2026-08-16,6,43,1,SL,Slider,90.9,2014,1.9,6.17,-0.17,0.44,0.163,1.978,3.14,1.58,R,0,0,called_strike,,
2026-08-16,6,43,2,CH,Changeup,87.3,1859,2.17,6.12,1.26,0.32,1.058,2.414,3.14,1.58,R,0,1,foul,,67.1
2026-08-16,6,43,3,SL,Slider,92.9,2234,2.2,6.09,-0.24,0.44,-0.431,1.674,3.14,1.58,R,0,2,foul,,
2026-08-16,6,43,4,FF,4-Seam Fastball,99.2,2420,1.86,6.23,0.06,1.32,-0.083,3.371,3.14,1.58,R,0,2,foul_tip,strikeout,
2026-08-16,6,44,1,FF,4-Seam Fastball,97.2,2439,1.63,6.3,0.17,1.53,1.016,2.314,3.23,1.63,R,0,0,ball,,
2026-08-16,6,44,2,CH,Changeup,88.3,1885,2.12,6.07,1.29,0.28,0.852,1.371,3.23,1.63,R,1,0,swinging_strike,,
2026-08-16,6,44,3,CH,Changeup,87.8,1851,2.23,6.02,1.26,-0.04,0.972,2.155,3.23,1.63,R,1,1,foul,,
2026-08-16,6,44,4,FF,4-Seam Fastball,98.6,2359,1.45,6.31,0.45,1.19,0.405,1.237,3.23,1.63,R,1,2,ball,,
2026-08-16,6,44,5,CH,Changeup,88.7,1868,2.18,6.02,1.38,0.27,0.929,2.493,3.23,1.63,R,2,2,foul,,52.5
2026-08-16,6,44,6,SI,Sinker,99.3,2283,1.62,6.2,1.07,1.13,-0.329,3.215,3.23,1.63,R,2,2,foul,,78.3
2026-08-16,6,44,7,CU,Curveball,82.6,2535,1.9,6.27,-1.02,-0.33,0.681,2.5,3.23,1.63,R,2,2,called_strike,strikeout,
2026-08-22,1,1,1,FF,4-Seam Fastball,96.5,2308,1.31,6.42,0.09,1.46,0.525,2.788,3.05,1.54,R,0,0,called_strike,,
2026-08-22,1,1,2,CH,Changeup,89.2,2014,1.84,6.16,0.93,0.23,-0.874,1.505,3.05,1.54,R,0,1,ball,,
2026-08-22,1,1,3,FF,4-Seam Fastball,97.4,2461,1.63,6.36,0.16,1.29,0.413,2.091,3.05,1.54,R,1,1,foul,,81.9
2026-08-22,1,1,4,FF,4-Seam Fastball,98.1,2442,1.64,6.44,0.06,1.35,0.94,4.806,3.05,1.54,R,1,2,ball,,
2026-08-22,1,1,5,FF,4-Seam Fastball,98.0,2514,1.69,6.38,0.21,1.5,-0.252,3.564,3.05,1.54,R,2,2,hit_into_play,field_out,79.1
2026-08-22,1,2,1,FF,4-Seam Fastball,97.8,2410,1.54,6.39,0.02,1.52,0.964,3.323,3.31,1.67,R,0,0,ball,,
2026-08-22,1,2,2,CH,Changeup,87.3,1900,1.89,6.24,1.04,0.29,1.121,3.807,3.31,1.67,R,1,0,ball,,
2026-08-22,1,2,3,FF,4-Seam Fastball,96.6,2391,1.56,6.42,0.22,1.47,0.984,2.652,3.31,1.67,R,2,0,hit_into_play,single,98.5
2026-08-22,1,3,1,CH,Changeup,86.8,1971,2.04,6.12,1.23,0.2,1.058,1.832,3.28,1.66,R,0,0,swinging_strike,,
2026-08-22,1,3,2,FF,4-Seam Fastball,96.3,2267,1.35,6.42,0.08,1.5,1.041,3.059,3.28,1.66,R,0,1,called_strike,,
2026-08-22,1,3,3,FF,4-Seam Fastball,97.6,2377,1.7,6.35,0.11,1.29,0.685,4.555,3.28,1.66,R,0,2,ball,,
2026-08-22,1,3,4,CU,Curveball,78.6,2604,1.71,6.32,-0.71,-0.44,0.598,2.437,3.28,1.66,R,1,2,hit_into_play,single,93.6
2026-08-22,1,4,1,SI,Sinker,97.7,2302,1.43,6.42,0.84,1.05,0.656,1.498,3.52,1.77,L,0,0,hit_into_play,triple,114.0
2026-08-22,1,5,1,CH,Changeup,87.5,2068,1.94,6.26,1.05,0.44,0.687,1.687,3.35,1.69,R,0,0,hit_into_play,field_out,66.4
2026-08-22,1,6,1,FF,4-Seam Fastball,96.3,2298,1.38,6.33,0.16,1.25,-0.017,2.905,3.18,1.6,R,0,0,called_strike,,
2026-08-22,1,6,2,FF,4-Seam Fastball,98.2,2365,1.53,6.31,0.02,1.01,-0.999,2.562,3.18,1.6,R,0,1,hit_into_play,field_out,74.0
2026-08-22,2,10,1,FF,4-Seam Fastball,95.1,2315,1.35,6.37,0.02,1.38,-0.606,1.252,3.19,1.61,R,0,0,foul,,87.3
2026-08-22,2,10,2,CH,Changeup,88.0,1948,2.02,6.22,0.98,0.26,0.985,2.391,3.19,1.61,R,0,1,ball,,
2026-08-22,2,10,3,SL,Slider,89.0,2296,1.82,6.28,-0.42,0.31,0.053,2.704,3.19,1.61,R,1,1,called_strike,,
2026-08-22,2,10,4,CH,Changeup,87.1,1869,2.1,6.13,0.75,0.37,0.47,1.785,3.19,1.61,R,1,2,hit_into_play,single,66.5
2026-08-22,2,11,1,SL,Slider,88.7,2221,1.99,6.21,-0.32,0.4,-0.028,1.87,3.34,1.69,R,0,0,called_strike,,
2026-08-22,2,11,2,FF,4-Seam Fastball,96.3,2404,1.67,6.32,0.18,1.32,0.58,3.556,3.34,1.69,R,0,1,swinging_strike,,
2026-08-22,2,11,3,CH,Changeup,87.5,1969,1.79,6.14,1.17,0.71,-0.004,1.147,3.34,1.69,R,0,2,ball,,
2026-08-22,2,11,4,FF,4-Seam Fastball,95.0,2340,1.52,6.36,0.4,1.32,-0.297,1.565,3.34,1.69,R,1,2,ball,,
2026-08-22,2,11,5,CH,Changeup,88.5,2081,2.03,6.19,0.94,0.69,1.354,2.115,3.34,1.69,R,2,2,hit_into_play,single,72.0
2026-08-22,2,12,1,SL,Slider,90.4,2217,1.94,6.22,-0.3,0.19,-0.281,1.803,3.19,1.61,R,0,0,hit_into_play,sac_bunt,32.5
2026-08-22,2,13,1,FF,4-Seam Fastball,96.3,2441,1.65,6.3,0.3,1.33,0.253,2.929,3.05,1.54,R,0,0,foul,,80.1
2026-08-22,2,13,2,FF,4-Seam Fastball,96.4,2295,1.58,6.38,0.05,1.32,0.587,3.797,3.05,1.54,R,0,1,ball,,
2026-08-22,2,13,3,SL,Slider,88.8,2211,1.82,6.25,-0.19,-0.01,-0.723,2.308,3.05,1.54,R,1,1,swinging_strike,,
2026-08-22,2,13,4,SL,Slider,91.4,2251,1.73,6.29,-0.24,0.32,-1.427,2.578,3.05,1.54,R,1,2,swinging_strike,strikeout,
2026-08-22,2,14,1,CH,Changeup,87.9,1970,1.84,6.13,1.04,0.36,0.517,1.755,3.31,1.67,R,0,0,swinging_strike,,
2026-08-22,2,14,2,FF,4-Seam Fastball,96.5,2268,1.5,6.35,0.25,1.29,0.739,2.664,3.31,1.67,R,0,1,swinging_strike,,
2026-08-22,2,14,3,FF,4-Seam Fastball,97.5,2329,1.91,6.26,0.23,1.25,1.269,4.321,3.31,1.67,R,0,2,ball,,
2026-08-22,2,14,4,CH,Changeup,89.0,1836,1.87,6.13,0.85,0.15,-0.062,0.718,3.31,1.67,R,1,2,blocked_ball,,
2026-08-22,2,14,5,FF,4-Seam Fastball,97.6,2398,1.7,6.32,0.13,1.35,0.894,3.663,3.31,1.67,R,2,2,ball,,
2026-08-22,2,14,6,SL,Slider,91.0,2259,1.98,6.15,-0.36,0.25,0.749,2.72,3.31,1.67,R,3,2,foul_tip,strikeout,
2026-08-22,3,19,1,CU,Curveball,79.5,2637,1.65,6.34,-0.64,-0.57,0.26,1.487,3.28,1.66,R,0,0,hit_into_play,field_out,72.2
2026-08-22,3,20,1,SI,Sinker,97.6,2245,1.62,6.29,0.89,1.29,0.523,2.057,3.52,1.77,L,0,0,called_strike,,
2026-08-22,3,20,2,FF,4-Seam Fastball,97.7,2451,1.61,6.44,0.05,1.31,0.567,3.157,3.52,1.77,L,0,1,called_strike,,
2026-08-22,3,20,3,FF,4-Seam Fastball,99.4,2546,1.5,6.46,0.11,1.39,-0.575,3.9,3.52,1.77,L,0,2,ball,,
2026-08-22,3,20,4,CH,Changeup,90.5,1920,1.81,6.32,0.9,0.55,-0.26,2.363,3.52,1.77,L,1,2,foul,,75.7
2026-08-22,3,20,5,CU,Curveball,81.8,2748,1.65,6.31,-0.73,-0.68,-0.508,2.321,3.52,1.77,L,1,2,swinging_strike,strikeout,
2026-08-22,3,21,1,FF,4-Seam Fastball,97.2,2357,1.64,6.35,0.08,1.47,1.019,2.674,3.35,1.69,R,0,0,foul,,77.3
2026-08-22,3,21,2,SL,Slider,91.3,2194,1.76,6.22,-0.33,0.37,-1.171,2.796,3.35,1.69,R,0,1,ball,,
2026-08-22,3,21,3,FF,4-Seam Fastball,97.1,2527,1.6,6.31,0.07,1.51,-0.615,3.11,3.35,1.69,R,1,1,swinging_strike,,
2026-08-22,3,21,4,CH,Changeup,90.2,2026,1.92,6.12,1.29,0.57,-0.052,1.065,3.35,1.69,R,1,2,ball,,
2026-08-22,3,21,5,SL,Slider,92.2,2299,1.84,6.19,-0.36,0.25,-1.86,0.547,3.35,1.69,R,2,2,ball,,
2026-08-22,3,21,6,SL,Slider,93.1,2278,2.15,6.11,-0.33,0.41,-0.211,1.376,3.35,1.69,R,3,2,swinging_strike,strikeout,
2026-08-22,4,27,1,FF,4-Seam Fastball,95.9,2478,1.53,6.33,0.32,1.41,0.96,1.432,3.18,1.6,R,0,0,ball,,
2026-08-22,4,27,2,SL,Slider,90.7,2431,1.88,6.26,-0.21,0.39,-0.525,2.033,3.18,1.6,R,1,0,foul,,
2026-08-22,4,27,3,FF,4-Seam Fastball,96.0,2422,1.44,6.34,0.12,1.42,-0.879,2.565,3.18,1.6,R,1,1,foul,,70.2
2026-08-22,4,27,4,CH,Changeup,88.9,1927,1.97,6.2,0.92,0.43,-0.078,1.39,3.18,1.6,R,1,2,foul,,77.7
2026-08-22,4,27,5,FF,4-Seam Fastball,97.3,2531,1.53,6.42,0.17,1.29,-0.921,3.641,3.18,1.6,R,1,2,foul,,81.6
2026-08-22,4,27,6,SL,Slider,91.9,2185,2.09,6.19,-0.2,0.43,0.71,2.408,3.18,1.6,R,1,2,foul,,73.4
2026-08-22,4,27,7,CH,Changeup,90.4,2082,2.07,6.18,1.19,0.76,1.01,1.416,3.18,1.6,R,1,2,foul,,69.9
2026-08-22,4,27,8,CU,Curveball,80.8,2643,1.53,6.35,-0.87,-0.46,-0.028,2.678,3.18,1.6,R,1,2,foul,,
2026-08-22,4,27,9,CU,Curveball,82.2,2619,1.65,6.25,-0.68,-0.58,-0.174,0.353,3.18,1.6,R,1,2,swinging_strike_blocked,strikeout,
2026-08-22,4,28,1,FF,4-Seam Fastball,96.7,2391,1.69,6.31,0.25,1.52,0.27,2.787,3.19,1.61,R,0,0,foul_tip,,
2026-08-22,4,28,2,FF,4-Seam Fastball,96.9,2478,1.49,6.38,0.21,1.49,-0.116,3.112,3.19,1.61,R,0,1,foul_tip,,
2026-08-22,4,28,3,FF,4-Seam Fastball,98.8,2534,1.55,6.34,0.32,1.55,-0.244,3.012,3.19,1.61,R,0,2,swinging_strike,strikeout,
2026-08-22,4,29,1,FF,4-Seam Fastball,96.9,2488,1.63,6.38,0.3,1.54,0.576,3.113,3.34,1.69,R,0,0,called_strike,,
2026-08-22,4,29,2,FF,4-Seam Fastball,97.1,2467,1.59,6.32,0.43,1.55,0.151,2.316,3.34,1.69,R,0,1,foul,,53.5
2026-08-22,4,29,3,FF,4-Seam Fastball,98.5,2375,1.64,6.3,0.32,1.28,-0.513,3.529,3.34,1.69,R,0,2,hit_into_play,field_out,61.7
2026-08-22,5,38,1,FF,4-Seam Fastball,96.3,2346,1.63,6.3,0.09,1.52,0.482,2.49,3.19,1.61,R,0,0,called_strike,,
2026-08-22,5,38,2,FF,4-Seam Fastball,96.3,2387,1.62,6.3,0.01,1.49,-0.845,3.214,3.19,1.61,R,0,1,swinging_strike,,
2026-08-22,5,38,3,CH,Changeup,89.5,1952,1.93,6.18,1.38,0.15,0.384,0.544,3.19,1.61,R,0,2,swinging_strike_blocked,strikeout,
2026-08-22,5,39,1,CU,Curveball,79.3,2596,1.75,6.3,-0.94,-0.33,0.682,3.817,3.05,1.54,R,0,0,ball,,
2026-08-22,5,39,2,FF,4-Seam Fastball,96.9,2386,1.64,6.34,0.15,1.41,-0.359,2.723,3.05,1.54,R,1,0,hit_into_play,field_out,73.5
2026-08-22,5,40,1,FF,4-Seam Fastball,96.4,2196,1.62,6.33,0.12,1.38,1.364,2.583,3.31,1.67,R,0,0,ball,,
2026-08-22,5,40,2,FF,4-Seam Fastball,96.4,2336,1.43,6.38,0.35,1.37,-0.302,3.226,3.31,1.67,R,1,0,called_strike,,
2026-08-22,5,40,3,FF,4-Seam Fastball,97.5,2394,1.53,6.32,0.41,1.41,-0.708,1.161,3.31,1.67,R,1,1,ball,,
2026-08-22,5,40,4,CU,Curveball,81.1,2539,1.64,6.27,-0.7,-0.42,-0.765,1.65,3.31,1.67,R,2,1,ball,,
2026-08-22,5,40,5,CH,Changeup,84.4,1885,2.12,6.12,0.84,0.39,1.047,4.178,3.31,1.67,R,3,1,ball,walk,
2026-08-22,5,41,1,CH,Changeup,87.5,1905,2.0,6.07,1.18,0.38,-0.807,1.199,3.28,1.66,R,0,0,ball,,
2026-08-22,5,41,2,FF,4-Seam Fastball,95.8,2232,1.56,6.3,0.46,1.36,0.118,2.728,3.28,1.66,R,1,0,foul,,87.2
2026-08-22,5,41,3,FF,4-Seam Fastball,96.8,2335,1.68,6.21,0.37,1.4,-0.612,2.049,3.28,1.66,R,1,1,foul,,
2026-08-22,5,41,4,SL,Slider,91.3,2221,2.05,6.17,-0.39,0.33,-0.751,1.986,3.28,1.66,R,1,2,called_strike,strikeout,
2026-08-22,6,48,1,CU,Curveball,81.9,2609,1.69,6.25,-0.64,-0.57,0.842,2.333,3.52,1.77,L,0,0,ball,,
2026-08-22,6,48,2,FF,4-Seam Fastball,96.8,2516,1.46,6.43,0.05,1.57,0.522,2.954,3.52,1.77,L,1,0,called_strike,,
2026-08-22,6,48,3,SI,Sinker,96.7,2343,1.45,6.36,1.09,1.13,0.128,2.577,3.52,1.77,L,1,1,called_strike,,
2026-08-22,6,48,4,FF,4-Seam Fastball,98.6,2576,1.66,6.35,0.16,1.58,-0.306,3.127,3.52,1.77,L,1,2,foul,,78.2
2026-08-22,6,48,5,CU,Curveball,84.5,2696,1.72,6.28,-0.96,-0.32,-0.179,0.32,3.52,1.77,L,1,2,ball,,
2026-08-22,6,48,6,CH,Changeup,90.7,2008,1.94,6.16,0.71,0.37,0.053,2.371,3.52,1.77,L,2,2,swinging_strike,strikeout,
2026-08-22,6,49,1,FF,4-Seam Fastball,98.4,2452,1.51,6.39,0.38,1.48,0.007,1.509,3.35,1.69,R,0,0,ball,,
2026-08-22,6,49,2,SL,Slider,91.9,2192,1.96,6.17,-0.3,0.4,0.396,2.606,3.35,1.69,R,1,0,called_strike,,
2026-08-22,6,49,3,FF,4-Seam Fastball,96.8,2478,1.7,6.28,0.56,1.41,0.42,3.979,3.35,1.69,R,1,1,foul,,
2026-08-22,6,49,4,CH,Changeup,88.4,1875,1.97,6.06,1.24,0.02,0.845,0.684,3.35,1.69,R,1,2,swinging_strike_blocked,strikeout,
2026-08-22,6,50,1,FF,4-Seam Fastball,97.3,2377,1.46,6.31,0.41,1.46,-0.139,1.129,3.18,1.6,R,0,0,ball,,
2026-08-22,6,50,2,SL,Slider,91.2,2270,1.85,6.12,-0.19,0.51,-0.783,1.949,3.18,1.6,R,1,0,foul_tip,,
2026-08-22,6,50,3,FF,4-Seam Fastball,97.3,2400,1.5,6.3,0.4,1.48,-0.168,3.125,3.18,1.6,R,1,1,swinging_strike,,
2026-08-22,6,50,4,FF,4-Seam Fastball,100.0,2509,1.55,6.38,0.34,1.48,-0.282,2.945,3.18,1.6,R,1,2,foul_tip,strikeout,
2026-08-22,7,55,1,FF,4-Seam Fastball,96.0,2459,1.53,6.27,0.38,1.47,0.511,1.356,3.19,1.61,R,0,0,ball,,
2026-08-22,7,55,2,CH,Changeup,87.0,1900,1.91,6.12,1.16,0.62,0.946,3.033,3.19,1.61,R,1,0,called_strike,,
2026-08-22,7,55,3,FF,4-Seam Fastball,97.0,2465,1.49,6.44,0.52,1.43,0.073,3.475,3.19,1.61,R,1,1,foul_tip,,
2026-08-22,7,55,4,FF,4-Seam Fastball,98.4,2561,1.43,6.3,0.66,1.41,-0.627,1.102,3.19,1.61,R,1,2,ball,,
2026-08-22,7,55,5,CH,Changeup,87.8,1902,2.13,6.04,1.25,0.48,0.886,2.274,3.19,1.61,R,2,2,hit_into_play,field_out,71.2
2026-08-22,7,56,1,SL,Slider,91.3,2139,2.05,6.05,-0.13,0.3,0.485,2.284,3.34,1.69,R,0,0,called_strike,,
2026-08-22,7,56,2,FF,4-Seam Fastball,97.9,2354,1.62,6.28,0.46,1.36,-0.845,3.269,3.34,1.69,R,0,1,ball,,
2026-08-22,7,56,3,SI,Sinker,97.6,2333,1.65,6.21,1.1,1.13,0.128,2.909,3.34,1.69,R,1,1,foul,,74.9
2026-08-22,7,56,4,FF,4-Seam Fastball,99.1,2392,1.6,6.37,0.04,1.3,-1.339,3.942,3.34,1.69,R,1,2,ball,,
2026-08-22,7,56,5,CH,Changeup,90.0,1898,2.05,6.02,1.13,0.05,-0.173,1.729,3.34,1.69,R,2,2,foul,,
2026-08-22,7,56,6,SL,Slider,92.2,2107,2.0,6.07,-0.31,0.37,-0.17,3.365,3.34,1.69,R,2,2,foul,,60.9
2026-08-22,7,56,7,SI,Sinker,99.5,2293,1.62,6.25,0.86,1.18,-0.388,3.443,3.34,1.69,R,2,2,hit_into_play,field_out,77.2
2026-08-22,7,57,1,FF,4-Seam Fastball,96.7,2388,1.56,6.25,0.47,1.39,1.169,3.546,3.19,1.61,R,0,0,ball,,
2026-08-22,7,57,2,SL,Slider,91.6,2250,2.01,6.06,-0.38,0.26,0.033,1.227,3.19,1.61,R,1,0,swinging_strike,,
2026-08-22,7,57,3,FF,4-Seam Fastball,98.1,2436,1.45,6.29,0.61,1.25,-0.161,2.117,3.19,1.61,R,1,1,hit_into_play,field_out,106.1
2026-08-28,1,6,1,FF,4-Seam Fastball,95.5,2413,1.6,6.17,0.14,1.32,0.696,3.285,3.13,1.58,R,0,0,ball,,
2026-08-28,1,6,2,FF,4-Seam Fastball,96.4,2312,1.6,6.22,0.04,1.52,-0.02,2.24,3.13,1.58,R,1,0,hit_into_play,double,105.1
2026-08-28,1,7,1,CH,Changeup,88.6,1794,2.08,5.94,1.39,0.34,0.084,2.403,3.09,1.56,R,0,0,called_strike,,
2026-08-28,1,7,2,FF,4-Seam Fastball,96.1,2273,1.52,6.24,0.18,1.55,-0.37,3.651,3.09,1.56,R,0,1,ball,,
2026-08-28,1,7,3,CH,Changeup,86.7,1757,2.16,5.87,1.53,0.02,0.732,1.081,3.09,1.56,R,1,1,swinging_strike,,
2026-08-28,1,7,4,CH,Changeup,87.4,1741,2.12,5.85,1.47,0.25,0.131,1.702,3.09,1.56,R,1,2,foul,,74.5
2026-08-28,1,7,5,FF,4-Seam Fastball,97.4,2249,1.48,6.28,0.04,1.31,-1.03,3.734,3.09,1.56,R,1,2,ball,,
2026-08-28,1,7,6,CH,Changeup,87.5,1873,2.07,5.9,1.1,0.63,-0.402,1.778,3.09,1.56,R,2,2,called_strike,strikeout,
2026-08-28,1,8,1,FF,4-Seam Fastball,97.1,2272,1.62,6.27,-0.08,1.4,-0.351,3.172,3.09,1.56,L,0,0,swinging_strike,,
2026-08-28,1,8,2,FF,4-Seam Fastball,97.5,2333,1.7,6.21,0.11,1.37,-0.176,2.42,3.09,1.56,L,0,1,foul,,77.6
2026-08-28,1,8,3,FF,4-Seam Fastball,98.1,2374,1.48,6.34,0.36,1.39,-0.094,3.738,3.09,1.56,L,0,2,ball,,
2026-08-28,1,8,4,CH,Changeup,90.7,1786,2.02,5.81,1.4,0.19,0.28,1.533,3.09,1.56,L,1,2,swinging_strike,strikeout,
2026-08-28,1,9,1,CH,Changeup,88.7,1765,2.19,5.89,1.41,0.43,1.136,2.241,3.27,1.65,R,0,0,ball,,
2026-08-28,1,9,2,FF,4-Seam Fastball,97.4,2355,1.61,6.18,0.39,1.48,-0.323,3.504,3.27,1.65,R,1,0,ball,,
2026-08-28,1,9,3,CH,Changeup,88.4,1737,2.27,5.83,1.5,0.19,0.58,1.806,3.27,1.65,R,2,0,swinging_strike,,
2026-08-28,1,9,4,FF,4-Seam Fastball,97.8,2288,1.73,6.19,0.41,1.37,-0.759,2.448,3.27,1.65,R,2,1,hit_into_play,field_out,89.3
2026-08-28,2,13,1,FF,4-Seam Fastball,96.5,2255,1.77,6.15,0.19,1.56,-0.363,2.252,3.26,1.64,R,0,0,called_strike,,
2026-08-28,2,13,2,FF,4-Seam Fastball,97.1,2255,1.38,6.17,0.16,1.48,-0.346,2.355,3.26,1.64,R,0,1,called_strike,,
2026-08-28,2,13,3,CH,Changeup,89.4,1619,2.02,5.99,1.39,0.39,-0.061,0.652,3.26,1.64,R,0,2,ball,,
2026-08-28,2,13,4,CH,Changeup,89.5,1776,2.06,5.91,1.06,0.51,-0.471,0.335,3.26,1.64,R,1,2,swinging_strike_blocked,strikeout,
2026-08-28,2,14,1,FF,4-Seam Fastball,97.1,2467,1.64,6.16,0.32,1.51,0.749,1.67,3.23,1.63,R,0,0,ball,,
2026-08-28,2,14,2,FF,4-Seam Fastball,96.3,2414,1.65,6.13,0.35,1.46,0.249,2.485,3.23,1.63,R,1,0,hit_into_play,field_out,95.2
2026-08-28,2,15,1,SL,Slider,89.8,2188,2.14,5.94,-0.29,0.01,1.061,2.612,3.23,1.63,R,0,0,ball,,
2026-08-28,2,15,2,CH,Changeup,87.4,1885,2.21,5.99,1.2,0.57,0.958,2.628,3.23,1.63,R,1,0,called_strike,,
2026-08-28,2,15,3,CH,Changeup,88.8,1917,2.07,5.95,1.35,0.64,-0.07,2.944,3.23,1.63,R,1,1,foul,,65.3
2026-08-28,2,15,4,CU,Curveball,81.4,2593,1.78,6.17,-0.66,-0.65,0.596,3.588,3.23,1.63,R,1,2,ball,,
2026-08-28,2,15,5,CH,Changeup,88.8,1847,2.17,5.94,1.32,0.61,-0.008,1.129,3.23,1.63,R,2,2,ball,,
2026-08-28,2,15,6,SL,Slider,92.5,2169,2.19,5.92,-0.12,0.5,-0.164,1.941,3.23,1.63,R,3,2,hit_into_play,field_out,84.9
2026-08-28,3,20,1,SI,Sinker,96.1,2299,1.81,6.03,1.06,0.92,-0.043,1.502,3.18,1.6,L,0,0,swinging_strike,,
2026-08-28,3,20,2,FF,4-Seam Fastball,96.7,2357,1.56,6.29,0.1,1.36,0.049,3.048,3.18,1.6,L,0,1,called_strike,,
2026-08-28,3,20,3,CH,Changeup,90.1,1944,2.07,5.94,1.04,0.16,0.571,0.965,3.18,1.6,L,0,2,swinging_strike,strikeout,
2026-08-28,3,21,1,CH,Changeup,89.2,1902,2.29,5.89,1.08,0.2,0.321,2.25,3.18,1.6,R,0,0,swinging_strike,,
2026-08-28,3,21,2,CH,Changeup,88.9,1854,2.19,5.83,1.1,0.12,1.411,2.067,3.18,1.6,R,0,1,foul,,62.9
2026-08-28,3,21,3,CH,Changeup,90.4,1890,2.29,5.83,1.04,0.11,1.016,1.103,3.18,1.6,R,0,2,foul,,61.2
2026-08-28,3,21,4,FF,4-Seam Fastball,99.6,2448,2.01,6.22,0.33,1.42,0.053,3.833,3.18,1.6,R,0,2,swinging_strike,strikeout,
2026-08-28,3,22,1,SL,Slider,92.0,2255,2.25,5.9,-0.11,0.5,0.806,0.858,3.13,1.58,R,0,0,ball,,
2026-08-28,3,22,2,SL,Slider,90.7,2219,2.21,5.88,-0.06,0.56,-0.042,2.029,3.13,1.58,R,1,0,called_strike,,
2026-08-28,3,22,3,CH,Changeup,86.9,1975,2.38,5.75,1.02,0.29,0.399,0.534,3.13,1.58,R,1,1,ball,,
2026-08-28,3,22,4,FF,4-Seam Fastball,97.6,2409,1.82,6.19,0.38,1.65,1.967,2.281,3.13,1.58,R,2,1,ball,,
2026-08-28,3,22,5,FF,4-Seam Fastball,96.2,2292,1.7,6.09,0.35,1.61,-0.015,2.187,3.13,1.58,R,3,1,foul,,87.0
2026-08-28,3,22,6,CH,Changeup,88.4,1872,2.11,5.85,1.4,0.19,-0.506,1.487,3.13,1.58,R,3,2,called_strike,strikeout,
2026-08-28,4,27,1,SL,Slider,89.6,2212,2.17,5.92,-0.29,0.31,0.005,1.715,3.09,1.56,R,0,0,called_strike,,
2026-08-28,4,27,2,CH,Changeup,87.2,1966,2.2,5.9,1.12,0.34,0.488,2.0,3.09,1.56,R,0,1,hit_into_play,field_out,99.7
2026-08-28,4,28,1,FF,4-Seam Fastball,97.7,2295,1.63,6.16,0.16,1.42,-0.629,1.252,3.09,1.56,L,0,0,ball,,
2026-08-28,4,28,2,SI,Sinker,96.9,2269,1.86,6.02,1.09,1.22,0.261,2.468,3.09,1.56,L,1,0,foul,,
2026-08-28,4,28,3,CH,Changeup,88.1,1941,2.22,5.92,1.27,0.15,0.12,1.706,3.09,1.56,L,1,1,hit_into_play,field_out,91.2
2026-08-28,4,29,1,FF,4-Seam Fastball,96.7,2168,1.61,6.21,0.21,1.4,0.218,2.813,3.27,1.65,R,0,0,called_strike,,
2026-08-28,4,29,2,SL,Slider,90.7,2134,2.19,5.91,-0.18,0.37,1.169,2.737,3.27,1.65,R,0,1,ball,,
2026-08-28,4,29,3,FF,4-Seam Fastball,98.0,2295,1.83,6.16,0.38,1.29,0.015,2.931,3.27,1.65,R,1,1,foul,,
2026-08-28,4,29,4,CH,Changeup,90.0,1827,2.27,5.92,1.01,0.47,1.623,1.47,3.27,1.65,R,1,2,ball,,
2026-08-28,4,29,5,CH,Changeup,89.8,1951,2.21,5.82,1.05,0.41,-0.672,1.547,3.27,1.65,R,2,2,foul,,98.7
2026-08-28,4,29,6,FF,4-Seam Fastball,99.2,2348,1.77,6.17,0.39,1.44,-0.165,3.3,3.27,1.65,R,2,2,foul,,81.8
